nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score
NCT04786574,A Study to See if Tolvaptan Can Delay Dialysis in Infants and Children Who at Enrollment Are 28 Days to Less Than 12 Weeks Old With Autosomal Recessive Polycystic Kidney Disease (ARPKD),Recruiting,Phase 3,['Autosomal Recessive Polycystic Kidney Disease (ARPKD)'],['Tolvaptan (OPC-41061)'],['Belgium' 'Germany' 'Poland' 'Spain' 'United Kingdom' 'United States'],"Otsuka Pharmaceutical Development & Commercialization, Inc.","Otsuka Pharmaceutical Development & Commercialization, Inc.",Global / Multi-Region,4.0,1.0,0.8
NCT04787289,A Comparison of 2 Standard Doses of Bevacizumab in Combination With Chemotherapy in Epithelial Ovarian Cancer,Recruiting,Phase 2,['Ovarian Cancer' 'Platinum-resistant Ovarian Cancer'],['Bevacizumab'],['Canada'],British Columbia Cancer Agency,British Columbia Cancer Agency,Global / Multi-Region,2.0,1.0,0.6
NCT04787341,PAnitumumab REchallenge Followed by REgorafenib Versus the Reverse Sequence,"Active, not recruiting",Phase 2,['Colorectal Cancer'],['Regorafenib' 'Panitumumab'],['Italy'],Gruppo Oncologico del Nord-Ovest,Gruppo Oncologico del Nord-Ovest,Global / Multi-Region,2.0,1.0,0.6
NCT04787354,Optimal Duration of Oxaliplatin in Adjuvant XELOX for Gastric Cancer Patients (EXODOX),Recruiting,Phase 3,['Gastric Cancer'],['Oxaliplatin' 'Capecitabine'],['South Korea'],Hallym University Medical Center,Hallym University Medical Center,Global / Multi-Region,4.0,1.0,0.8
NCT04787471,Corneal Crosslinking for Treatment of Corneal Neovascularization,Recruiting,Phase 2/Phase 3,['Corneal Neovascularization'],"['30 minute photoactivation of riboflavin 0.1%'
 '10 minute photoactivation of riboflavin 0.1%']",['United States'],Price Vision Group,Price Vision Group,Global / Multi-Region,3.0,1.0,0.7
NCT04787744,Veterans Affairs Seamless Phase II/III Randomized Trial of STAndard Systemic theRapy With or Without PET-directed Local Therapy for Oligometastatic pRosTate Cancer,Recruiting,Phase 2/Phase 3,"['Prostate Cancer' 'Oligometastasis' 'Oligorecurrence'
 'Recurrent Prostate Cancer' 'Metastatic Prostate Cancer'
 'De Novo Prostate Cancer']","['PET-directed Local Therapy using Surgery'
 'PET-directed Local Therapy using Radiation'
 'Salvage Local Therapy for locally recurrent disease'
 'Goserelin, Histrelin, Leuprolide & Triptorelin'
 'ADT + Nilutamide, Flutamide, & Bicalutamide' 'Degarelix & Relugolix'
 'ADT + Docetaxel +/- prednisone' 'ADT + Abiraterone + Prednisone'
 'ADT + Abiraterone + Methylprednisolone' 'ADT + Apalutamide'
 'ADT + Enzalutamide'
 'Prostate-directed Radiation for De novo oligometastatic prostate cancer']",['United States'],VA Office of Research and Development,VA Office of Research and Development,Global / Multi-Region,3.0,1.0,0.7
NCT04788043,Study of Magrolimab and Pembrolizumab in Relapsed or Refractory Classic Hodgkin Lymphoma,"Active, not recruiting",Phase 2,"['Hodgkin Lymphoma' 'Classic Hodgkin Lymphoma'
 'Relapsed Classical Hodgkin Lymphoma'
 'Refractory Classic Hodgkin Lymphoma']",['Magrolimab' 'Pembrolizumab' 'PET/CT'],['United States'],Stanford University,Stanford University,Global / Multi-Region,2.0,1.0,0.6
NCT04788615,Open Label Randomized Multicenter to Assess Efficacy & Tolerability of Ofatumumab 20mg vs. First Line DMT in RMS,"Active, not recruiting",Phase 3,['Multiple Sclerosis'],['Ofatumumab' 'First line DMT'],['France' 'Germany' 'Italy' 'Spain'],Novartis Pharmaceuticals,Novartis Pharmaceuticals,Global / Multi-Region,4.0,1.0,0.8
NCT04789044,Evaluating the Safety and Efficacy of Polyethylene Glycol (PEG) Mediated Fusion (PEG Fusion),Recruiting,Phase 2,['Peripheral Nerve Injuries'],['NTX-001'],['United States'],Major Extremity Trauma Research Consortium,Major Extremity Trauma Research Consortium,Global / Multi-Region,2.0,1.0,0.6
NCT04789070,Phase III Trial of Sirolimus in IBM,"Active, not recruiting",Phase 3,['Inclusion Body Myositis'],['Sirolimus' 'Placebo'],['Australia' 'United States'],University of Kansas Medical Center,University of Kansas Medical Center,Global / Multi-Region,4.0,1.0,0.8
NCT04789239,OPtimizing Aldosterone Receptor Antagonist Therapy by Sodium Zirconium Cyclosilicate in Heart Failure,"Active, not recruiting",Phase 2,['Heart Failure' 'Hyperkalemia'],['Sodium zirconium cyclosilicate' 'Placebo'],['Sweden'],Michael Fu,Michael Fu,Global / Multi-Region,2.0,1.0,0.6
NCT04789616,The Canadian Maraviroc Randomized Controlled Trial To Augment Rehabilitation Outcomes After Stroke,Recruiting,Phase 2,['Stroke'],"['Maraviroc' 'Exercise Program' 'Placebo' 'Activity Sensor'
 'Motor Learning']",['Canada'],University of Calgary,University of Calgary,Global / Multi-Region,2.0,1.0,0.6
NCT04789681,"Canakinumab for the Prevention of Lung Cancer, the Can-Prevent-Lung Trial",Recruiting,Phase 2,"['Lung Carcinoma' 'Stage I Lung Cancer AJCC v8'
 'Stage IA1 Lung Cancer AJCC v8' 'Stage IA2 Lung Cancer AJCC v8'
 'Stage IA3 Lung Cancer AJCC v8' 'Stage IB Lung Cancer AJCC v8'
 'Stage II Lung Cancer AJCC v8' 'Stage IIA Lung Cancer AJCC v8'
 'Stage IIB Lung Cancer AJCC v8' 'Stage III Lung Cancer AJCC v8'
 'Stage IIIA Lung Cancer AJCC v8' 'Stage IIIB Lung Cancer AJCC v8'
 'Stage IIIC Lung Cancer AJCC v8']",['Canakinumab' 'Quality-of-Life Assessment'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT04789694,Prehabilitation in Gynaecological Cancer Patients,Recruiting,Phase 3,"['Ovarian Cancer' 'Ovarian Cancer Stage III' 'Ovarian Cancer Stage IV'
 'Endometrial Cancer' 'Frailty']","['Physiological intervention' 'Psychological intervention'
 'Nutritional intervention']",['Czechia'],"Charles University, Czech Republic","Charles University, Czech Republic",Global / Multi-Region,4.0,1.0,0.8
NCT04789850,Safety and Efficacy of Itacitinib in Adults with Systemic Sclerosis,Recruiting,Phase 2,['Systemic Sclerosis'],['Itacitinib' 'Placebo'],['France'],Assistance Publique - Hôpitaux de Paris,Assistance Publique - Hôpitaux de Paris,Global / Multi-Region,2.0,1.0,0.6
NCT04790474,"Ixazomib-pomalidomide-dexamethasone as Second or Third-line Combination Treatment for Patients With Relapsed and Refractory Multiple Myeloma Previously Treated With Daratumumab, Lenalidomide and Bortezomib","Active, not recruiting",Phase 2,['Multiple Myeloma in Relapse' 'Refractory Multiple Myeloma'],['ixazomib-pomalidomide-dexamethasone'],['Israel'],Tel-Aviv Sourasky Medical Center,Tel-Aviv Sourasky Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT04791579,Antibiotic Prophylaxis for Neurogenic Bladder Botox,Recruiting,Phase 2,['Neurogenic Bladder' 'Post-operative Urinary Tract Infections'],['Ciprofloxacin' 'Placebo'],['Canada'],University of Alberta,University of Alberta,Global / Multi-Region,2.0,1.0,0.6
NCT04791839,Safety and Efficacy of Zimberelimab (AB122) in Combination With Domvanalimab (AB154) and Etrumadenant (AB928) in Patients With Previously Treated Non-Small Cell Lung Cancer,"Active, not recruiting",Phase 2,"['Non Small Cell Lung Cancer' 'Non-small Cell Carcinoma'
 'Non-small Cell Lung Cancer']",['Zimberelimab' 'Domvanalimab' 'Etrumadenant'],['United States'],Washington University School of Medicine,Washington University School of Medicine,Global / Multi-Region,2.0,1.0,0.6
NCT04791943,Preoperative Melatonin to Decrease Analgesia Usage After Third Molar Surgery,Recruiting,Phase 2,"['Pain, Postoperative' 'Narcotic Use']",['Melatonin 10 MG' 'Lactose pill'],['United States'],Montefiore Medical Center,Montefiore Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT04792073,Study of Avelumab and/or Radiation Therapy in People With Advanced Merkel Cell Carcinoma,"Active, not recruiting",Phase 2,['Merkel Cell Carcinoma'],['Avelumab' 'Comprehensive Ablative Radiation Therapy'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT04792489,DALY II USA/ MB-CART2019.1 for DLBCL,Recruiting,Phase 2,"['Refractory Diffuse Large B Cell Lymphoma (DLBCL)'
 'Relapsed Diffuse Large B Cell Lymphoma'
 'High Grade B-cell Lymphoma (HGBCL)'
 'Primary Mediastinal B-cell Lymphoma (PMBCL)' 'Transformed Lymphoma'
 'Central Nervous System Lymphoma' 'Mantle Cell Lymphoma (MCL)'
 'Richter Transformation']","['zamtocabtagene autoleucel (MB-CART2019.1)' 'Cyclophosphamide'
 'Fludarabine' 'Bendamustine']",['Canada' 'United States'],Miltenyi Biomedicine GmbH,Miltenyi Biomedicine GmbH,Global / Multi-Region,2.0,1.0,0.6
NCT04792502,Mosunetuzumab With Lenalidomide Augmentation as First-line Therapy for Follicular and Marginal Zone Lymphoma,Recruiting,Phase 2,['Follicular Lymphoma' 'Marginal Zone Lymphoma' 'B-cell Lymphoma'],['Mosunetuzumab' 'Lenalidomide'],['United States'],Brown University,Brown University,Global / Multi-Region,2.0,1.0,0.6
NCT04793685,Prazosin for Alcohol Use Disorder With Withdrawal Symptoms,Recruiting,Phase 2,['Alcohol Withdrawal'],"['Prazosin'
 '12-Step Facilitation with Relapse Prevention and Contingency Management']",['United States'],Yale University,Yale University,Global / Multi-Region,2.0,1.0,0.6
NCT04793919,Treatment Study for Children and Adolescents With Acute Promyelocytic Leukemia,Recruiting,Phase 2,['Acute Promyelocytic Leukemia'],['Mylotarg' 'Arsenic Trioxide' 'All-trans retinoic acid'],"['Belgium' 'Czechia' 'Denmark' 'France' 'Germany' 'Ireland' 'Israel'
 'Italy' 'Netherlands' 'Portugal' 'Spain' 'Sweden']",Associazione Italiana Ematologia Oncologia Pediatrica,Associazione Italiana Ematologia Oncologia Pediatrica,Global / Multi-Region,2.0,1.0,0.6
NCT04793932,Short-course Versus Long-course Pre-operative Chemotherapy With mFOLFIRINOX or PAXG (CASSANDRA TRIAL),"Active, not recruiting",Phase 3,['Pancreas Ductal Adenocarcinoma'],"['PAXG' 'mFOLFIRINOX' 'short-course chemotherapy'
 'long-course chemotherapy']",['Italy'],Associazione Italiana per lo Studio del Pancreas,Associazione Italiana per lo Studio del Pancreas,Global / Multi-Region,4.0,1.0,0.8
NCT04793958,Phase 3 Study of MRTX849 With Cetuximab vs Chemotherapy in Patients With Advanced Colorectal Cancer With KRAS G12C Mutation (KRYSTAL-10),"Active, not recruiting",Phase 3,['Advanced Colorectal Cancer' 'Metastatic Colorectal Cancer'],['MRTX849' 'Cetuximab' 'mFOLFOX6 Regimen' 'FOLFIRI Regimen'],"['Argentina' 'Australia' 'Austria' 'Belgium' 'Brazil' 'Canada' 'China'
 'Colombia' 'Czechia' 'Denmark' 'Finland' 'France' 'Germany' 'Greece'
 'Hong Kong' 'Ireland' 'Italy' 'Malaysia' 'Mexico' 'Netherlands' 'Poland'
 'Portugal' 'Puerto Rico' 'Romania' 'Singapore' 'South Korea' 'Spain'
 'Taiwan' 'Thailand' 'Ukraine' 'United Kingdom' 'United States']",Mirati Therapeutics Inc.,Mirati Therapeutics Inc.,Global / Multi-Region,4.0,1.0,0.8
NCT04794101,Follow-up Gene Therapy Trial for the Treatment of X-linked Retinitis Pigmentosa Associated With Variants in the RPGR Gene,"Active, not recruiting",Phase 3,['X-Linked Retinitis Pigmentosa'],"['Genetic: AAV5-hRKp.RPGR Intermediate Dose'
 'Genetic: AAV5-hRKp.RPGR Low Dose']","['Belgium' 'Canada' 'Denmark' 'France' 'Israel' 'Italy' 'Netherlands'
 'Spain' 'Switzerland' 'United Kingdom' 'United States']","Janssen Research & Development, LLC","Janssen Research & Development, LLC",Global / Multi-Region,4.0,1.0,0.8
NCT04794530,The COCOA-PAD II Trial,Recruiting,Phase 3,['Peripheral Artery Disease'],['cocoa flavanols' 'placebo'],['United States'],Northwestern University,Northwestern University,Global / Multi-Region,4.0,1.0,0.8
NCT04794660,"The Study for the ""Cervical Cancer Screening and Treatment Algorithms Study Using HPV Testing in Africa""","Active, not recruiting",Phase 3,['HPV Infection'],"['HPV DNA Test' 'VIA triage test' 'Treatment by ablative treatment'
 'Colposcopy']",['Senegal' 'South Africa'],International Agency for Research on Cancer,International Agency for Research on Cancer,Global / Multi-Region,4.0,1.0,0.8
NCT04794777,"Comparing ""Salvage"" Radiotherapy and Individualized PSMA PET/CT Targeted Treatment in With Relapsing Prostate Cancer",Recruiting,Phase 3,['Prostate Cancer'],['Individualised therapy' 'Standard salvage therapy'],['Sweden'],Stefan Carlsson,Stefan Carlsson,Global / Multi-Region,4.0,1.0,0.8
NCT04795661,Immunotherapy in MSI/dMMR Tumors in Perioperative Setting.,"Active, not recruiting",Phase 2,['Localized Resectable Tumor' 'MSI/dMMR'],['Pembrolizumab'],['France'],Centre Leon Berard,Centre Leon Berard,Global / Multi-Region,2.0,1.0,0.6
NCT04796337,A Long-term Follow-up Study of Sotatercept for PAH Treatment (MK-7962-004/A011-12),"Active, not recruiting",Phase 3,['Pulmonary Arterial Hypertension' 'PAH'],['Sotatercept'],"['Argentina' 'Australia' 'Austria' 'Belgium' 'Brazil' 'Canada' 'Colombia'
 'Croatia' 'Czechia' 'Denmark' 'France' 'Germany' 'Greece' 'Israel'
 'Italy' 'Mexico' 'Netherlands' 'New Zealand' 'Poland' 'Portugal' 'Serbia'
 'South Korea' 'Spain' 'Sweden' 'Switzerland' 'Taiwan' 'United Kingdom'
 'United States']","Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA","Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",Global / Multi-Region,4.0,1.0,0.8
NCT04797000,Study of Efficacy and Safety of Eltrombopag in Lower-risk MDS Patients With Platelet Transfusion Dependence,"Active, not recruiting",Phase 2,['Myelodysplastic Syndromes'],['Eltrombopag' 'Placebo'],['Japan'],Novartis Pharmaceuticals,Novartis Pharmaceuticals,Global / Multi-Region,2.0,1.0,0.6
NCT04797247,Study of Efficacy and Safety of LIB003 in Patient With CVD on Statins Requiring Additional LDL-C Reduction,"Active, not recruiting",Phase 3,['Cardiovascular Diseases' 'Hyper-LDL-cholesterolemia'],['lerodalcibep'],['United States'],LIB Therapeutics LLC,LIB Therapeutics LLC,Global / Multi-Region,4.0,1.0,0.8
NCT04797286,Sildenafil for Early Pulmonary Vascular Disease in Scleroderma,Recruiting,Phase 2,['Scleroderma' 'Mildly Elevated Pulmonary Pressures'],['Sildenafil' 'Placebo'],['United States'],Johns Hopkins University,Johns Hopkins University,Global / Multi-Region,2.0,1.0,0.6
NCT04798430,"Long-term Efficacy and Safety of OLE LIB003 in HoFH, HeFH, and High-risk CVD Patients Requiring Further LDL-C Reduction",Enrolling by invitation,Phase 3,"['Cardiovascular Disease With Mention of Arteriosclerosis'
 'Elevated Cholesterol' 'Familial Hypercholesterolemia']",['lerodalcibep'],"['India' 'Israel' 'Norway' 'South Africa' 'Turkey (Türkiye)'
 'United States']",LIB Therapeutics LLC,LIB Therapeutics LLC,Global / Multi-Region,4.0,1.0,0.8
NCT04798469,Pain Alleviation With Testosterone in Opioid-Induced Hypogonadism,Recruiting,Phase 2,"['Opioid Use' 'Pain' 'Hypogonadism, Male']",['Testosterone Undecanoate 250 MG/ML' 'Placebo'],['United States'],Brigham and Women's Hospital,Brigham and Women's Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT04798612,Effect of Low-dose Interferon-alfa2a on Peri-operative Immune Suppression,Recruiting,Phase 2,['Colon Cancer'],['Pegasys' 'Saline'],['Denmark'],Zealand University Hospital,Zealand University Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT04798781,Safety and Efficacy of Telatinib in Combination With Keytruda in Subjects With Advanced Stomach and Gastroesophageal Junction Cancers or Hepatocellular Carcinoma,"Active, not recruiting",Phase 2,['Gastric Cancer' 'Hepatocellular Carcinoma'],['Telatinib' 'Keytruda'],['United States'],"Andrew Hendifar, MD","Andrew Hendifar, MD",Global / Multi-Region,2.0,1.0,0.6
NCT04799002,Topotecan and Melphalan for Retinoblastoma,Recruiting,Phase 3,['Retinoblastoma' 'Chemotherapy Effect'],['Topotecan' 'Melphalan'],['China'],Sun Yat-sen University,Sun Yat-sen University,Global / Multi-Region,4.0,1.0,0.8
NCT04799236,Treatment of Mucosal Bolivian Leishmaniasis,Recruiting,Phase 3,['Mucosal Leishmaniasis'],"['Group 1: Miltefosine' 'Group 2: Pentavalent Antimony'
 'Group 3: Liposomal amphotericin B']",['Bolivia'],Fundacion Nacional de Dermatologia,Fundacion Nacional de Dermatologia,Global / Multi-Region,4.0,1.0,0.8
NCT04799548,A Phase II Study of TACE Plus PD-1 Antibody in the Locally Advanced Stomach Adenocarcinoma,Recruiting,Phase 2,['Advanced Gastric Cancer'],['Transcatheter Arterial Chemoembolization' 'Tislelizumab'],['China'],Shanghai Zhongshan Hospital,Shanghai Zhongshan Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT04800133,Covid-19 Vaccination in Adolescents and Children,"Active, not recruiting",Phase 2,['Covid19'],"['Tozinameran' 'CoronaVac' 'CoronaVac, intradermal']",['China'],The University of Hong Kong,The University of Hong Kong,Global / Multi-Region,2.0,1.0,0.6
NCT04800159,Cannabis Effects on Antiretroviral Therapy Pharmacokinetics and Neurotoxicity,"Active, not recruiting",Phase 2,['HIV' 'Cannabis Use'],['THC Cannabis' 'CBD Cannabis' 'Placebo'],['United States'],"University of California, San Diego","University of California, San Diego",Global / Multi-Region,2.0,1.0,0.6
NCT04800367,Romosozumab/Denosumab Study for Premenopausal IOP,"Active, not recruiting",Phase 2,['Premenopausal Idiopathic Osteoporosis'],"['Romosozumab Prefilled Syringe [Evenity]'
 'Denosumab 60 MG/ML Prefilled Syringe [Prolia]']",['United States'],Columbia University,Columbia University,Global / Multi-Region,2.0,1.0,0.6
NCT04800874,Study of BBP-418 in Patients With LGMD2I,"Active, not recruiting",Phase 2,['LGMD2I'],['BBP-418'],['United States'],"ML Bio Solutions, Inc.","ML Bio Solutions, Inc.",Global / Multi-Region,2.0,1.0,0.6
NCT04801589,Goal-Directed Sedation in Mechanically Ventilated Infants and Children,Recruiting,Phase 3,"['Delirium' 'Critical Illness' 'Sedation Complication'
 'Executive Dysfunction' 'Post Traumatic Stress Disorder']",['Dexmedetomidine' 'Midazolam'],['United States'],Vanderbilt University Medical Center,Vanderbilt University Medical Center,Global / Multi-Region,4.0,1.0,0.8
NCT04801771,Effects of Hypoglossal Nerve Stimulation on Cognition and Language in Down Syndrome and Obstructive Sleep Apnea,"Active, not recruiting",Phase 3,['Down Syndrome' 'Obstructive Sleep Apnea'],['Inspire Upper Airway Stimulation (UAS) System'],['United States'],"Inspire Medical Systems, Inc.","Inspire Medical Systems, Inc.",Global / Multi-Region,4.0,1.0,0.8
NCT04801797,Venetoclax + Azacitidine vs. Induction Chemotherapy in AML,Recruiting,Phase 2,['Acute Myeloid Leukemia'],"['Cytarabine' 'Idarubicin' 'Daunorubicin'
 'Liposomal daunorubicin and cytarabine' 'Venetoclax' 'Azacitidine']",['United States'],Massachusetts General Hospital,Massachusetts General Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT04801823,The TreEat Study- Can Early Introduction of Tree Nuts Prevent Tree Nut Allergy in Infants with Peanut Allergy,"Active, not recruiting",Phase 3,['Food Allergy in Infants' 'Nut Allergy'],['Home introduction' 'Multi Nut oral food challenge'],['Australia'],Murdoch Childrens Research Institute,Murdoch Childrens Research Institute,Global / Multi-Region,4.0,1.0,0.8
NCT04802161,"Comparing the Addition of an Anti-Cancer Drug, Pomalidomide, to the Usual Chemotherapy Treatment (Daunorubicin and Cytarabine Liposome) in Newly Diagnosed Acute Myeloid Leukemia With Myelodysplastic Syndrome-Related Changes","Active, not recruiting",Phase 2,"['Acute Myeloid Leukemia' 'Acute Myeloid Leukemia Post Cytotoxic Therapy'
 'Acute Myeloid Leukemia With Multilineage Dysplasia'
 'Chronic Myelomonocytic Leukemia' 'Myelodysplastic Syndrome'
 'Myeloproliferative Neoplasm']","['Biospecimen Collection' 'Bone Marrow Aspiration and Biopsy'
 'Liposome-encapsulated Daunorubicin-Cytarabine' 'Pomalidomide']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT04802408,SARS-Cov-2 (COVID-19) Nasal Pharyngeal and Oral Pharyngeal Wash (SNOW) Trial,"Active, not recruiting",Phase 2/Phase 3,['Covid19' 'SARS-CoV Infection'],"['Shampoo and saline' 'Saline and Listerine' 'Shampoo and Listerine'
 'Saline and Saline']",['United States'],Milton S. Hershey Medical Center,Milton S. Hershey Medical Center,Global / Multi-Region,3.0,1.0,0.7
